City,County,State,Population Count,Status,Submission Method,Contact Value,Notes,Method,Date Submitted,Status,Notes,
Richmond,Contra Costa,California,116448,,portal_url,https://cityofrichmondca.nextrequest.com/requests/new,NextRequest portal,Manual,1/27/2026,Fulfilled,Request 26-138,
San Pablo,Contra Costa,California,31753,,portal_url,https://cityofsanpabloca.nextrequest.com/requests/new,NextRequest portal,Manual,1/27/2026,Fulfilled,Request 26-35,
San Ramon,Contra Costa,California,84605,,email,cityclerk@sanramon.ca.gov,City Clerk email,Manual,1/27/2026,Fulfilled,Email,
Walnut Creek,Contra Costa,California,70127,,portal_url,https://walnutcreekca.govqa.us/WEBAPP/_rs/(S(3ronan0kujt4j5132eeu11jt))/supporthome.aspx,Public records portal,Manual,1/27/2026,Fulfilled,C002702-012726,
Contra Costa County,Contra Costa,California,1165927,Fulfilled,email,codeenforcement@dcd.cccounty.us,Code Enforcement Officer,Manual,1/27/2026,Sent,Email,
Fresno,Fresno,California,542107,,portal,https://fresnocountyca.nextrequest.com/,NextRequest,Manual,1/27/2026,Sent,Request 26-175,
Reedley,Fresno,California,25943,,email,https://www.ci.sanger.ca.us/159/City-Clerk,City Clerk email,Manual,1/27/2026,Fulfilled,Email,
Sanger,Fresno,California,26617,,PDF Form,https://www.ci.sanger.ca.us/159/City-Clerk,Public records email,PDF Form,1/27/2026,Sent,PDF + Email,
Glenn County,Glenn County,California,28917,,email,clerkrecorder@countyofglenn.net,County Clerk-Recorder,Manual,1/27/2026,Fulfilled,Email,
Eureka,Humboldt,California,27191,,pdf_form_url,https://www.eurekaca.gov/FormCenter/City-Attorney-11/Create-a-California-Public-Records-Act-C-59,City PRA form,Manual,1/27/2026,Sent,FormCenter,
Humboldt County,Humboldt County,California,135558,Sent,portal_url,https://humboldtgov.nextrequest.com/requests/new,County NextRequest,Manual,1/27/2026,Fulfilled,Request 26-85,
Brawley,Imperial,California,26107,,email,cityclerk@brawley-ca.gov,City Clerk email,Manual,1/27/2026,Sent,Email,
Calexico,Imperial,California,39437,,portal_url,https://cityofcalexicoca.nextrequest.com/requests/new,NextRequest portal,Manual,1/27/2026,Fulfilled,Request 26-29,
El Centro,Imperial,California,44322,Sent,portal_url,https://cityofelcentroca.nextrequest.com/requests/new,NextRequest portal,Manual,1/27/2026,Sent,Request 26-36,
Imperial County,Imperial County,California,181215,,email,iccrinfo@co.imperial.ca.us,County Clerk-Recorder,Manual,1/27/2026,Sent,Email,
Bakersfield,Kern,California,403455,,portal_url,https://bakersfieldca.justfoia.com/publicportal/home/newrequest,JustFOIA portal,Manual,1/27/2026,Sent,2CDEDC0D. request reference number is PRR-1118-2026.,
Ridgecrest,Kern,California,27003,Sent,portal_url,https://www.ridgecrest-ca.gov/FormCenter/Public-Records-Request-4/Public-Records-Request-46,City Clerk online public records request form,Manual,1/27/2026,Fulfilled,FormCenter,
Wasco,Kern,California,26436,,portal_url,https://www.cityofwasco.org/FormCenter/Public-Records-Request-4/Request-for-Public-Records-46,City records request form,Manual,1/27/2026,Fulfilled,FormCenter,
Kern County,Kern County,California,909235,,portal_url,https://kerncountyca.nextrequest.com/requests/new,Kern County NextRequest,Manual,1/27/2026,Fulfilled,Request 26-165,
Hanford,Kings,California,57990,Sent,PDF Form,https://www.cityofhanfordca.com/1230/Public-Records,City Clerk email,PDF Form,1/27/2026,Sent,PDF + Email,
Lemoore,Kings,California,27902,,PDF Form,https://lemoore.com/city-clerk/public-records-request,City Clerk Public Records Request page,PDF Form,1/27/2026,Fulfilled,PDF + Email,
Kings County,Kings County,California,152940,,email,records@co.kings.ca.us,Kings County records email,Manual,1/27/2026,Fulfilled,kaine.vickers@co.kings.ca.us - ryan.walsh@co.kings.ca.us,
Lake County,Lake County,California,64386,,emaail,Codeenforcement@lakecountyca.gov,Code Enforcement Officer,Manual,1/27/2026,Sent,Email,
Lassen County,Lassen County,California,32179,,email,landuse@co.lassen.ca.us,Planning & Building Services contact,Manual,1/27/2026,Sent,CPR2026-7 and your security key is 95E162E5.,
Alhambra,Los Angeles,California,82868,Sent,pdf_form,https://www.alhambraca.gov/DocumentCenter/View/264/Public-Records-Request-Form-Fillable-PDF,lmyles@cityofalhambra.org,PDF Form,1/27/2026,Sent,PDF + Email,
Arcadia,Los Angeles,California,56364,Sent,email,PublicRecords@ArcadiaCA.gov,City Clerk public records request form,Manual,1/27/2026,Fulfilled,Email,
Azusa,Los Angeles,California,50000,,portal_url,https://azusaca.justfoia.com/publicportal/home/newrequest,Azusa Public Records Request form,Manual,1/27/2026,Fulfilled,CPR2026-7 and your security key is 95E162E5.,
Baldwin Park,Los Angeles,California,75623,,portal_url,https://cityofbaldwinparkca.nextrequest.com/requests/new,NextRequest portal,Manual,1/27/2026,Fulfilled,Request 26-41,
Bell,Los Angeles,California,35477,,email,cityclerk@cityofbell.gov,City Clerk email,Manual,1/27/2026,Sent,Request 26-34,
Bell Gardens,Los Angeles,California,42711,Fulfilled,portal_url,https://cityofbellgardensca.nextrequest.com/,City Clerk portal,Manual,1/27/2026,Fulfilled,NextRequest,
Bellflower,Los Angeles,California,79190,,pdf_form_url,https://www.bellflower.org/forms/publicrecordsrequestform.pdf,mochiqui@bellflower.ca.gov,Manual,1/27/2026,Sent,Email,
Beverly Hills,Los Angeles,California,32701,Fulfilled,portal_url,https://beverlyhills.comcate.com/en,City Clerk portal,Manual,1/27/2026,Sent,CustomPortal,
Burbank,Los Angeles,California,107337,,portal_url,https://www.burbankca.gov/web/city-clerks-office/public-records-request,City Clerk portal,PDF Form,1/27/2026,Fulfilled,PDF + Email,
Carson,Los Angeles,California,95558,,portal_url,https://portal.laserfiche.com/d3912/forms/PRAR,Public Records Request page,Manual,1/27/2026,Sent,Laserfiche,
Cerritos,Los Angeles,California,49578,Sent,portal_url,https://forms.cerritos.gov/City-of-Cerritos/City-Clerk/Public-Records-Request,Public records request page,Manual,1/27/2026,Sent,CustomPortal,
Claremont,Los Angeles,California,37266,,portal_url,https://www.ci.claremont.ca.us/government/city-clerk/public-records-request,City Clerk portal,Manual,1/27/2026,Fulfilled,Email,
Compton,Los Angeles,California,95740,Fulfilled,portal,https://comptonca.mycusthelp.com/WEBAPP/_rs/(S(1jx2h3t2cu0mplykyfnpejag))/supporthome.aspx,GovQA,Manual,1/27/2026,Sent,P008020-012726,
Covina,Los Angeles,California,51268,,portal_url,cityclerk@covinaca.gov,City Clerk portal,Manual,1/27/2026,Fulfilled,Email,
Culver City,Los Angeles,California,40779,,portal_url,https://culvercity.nextrequest.com/,City Clerk page,Manual,1/27/2026,Fulfilled,Request 26-67,
Diamond Bar,Los Angeles,California,55544,Fulfilled,portal_url,https://edocs.diamondbarca.gov/Forms/PRR,City Clerk portal,Manual,1/27/2026,Sent,CustomPortal,
Downey,Los Angeles,California,114355,,portal_url,https://downeyca.justfoia.com/publicportal/home/track,City Clerk portal,Manual,1/27/2026,Sent,PRR-2026-112 and your security key is A47043D0.,
El Monte,Los Angeles,California,106661,Sent,portal_url,https://www.ci.el-monte.ca.us/Departments/CityClerk/Pages/Public-Records-Request.aspx,City Clerk portal,Manual,1/27/2026,Fulfilled,PDF + Email,
Gardena,Los Angeles,California,61027,,portal_url,https://cityofgardenaca.nextrequest.com/requests/new,City Clerk portal,Manual,1/27/2026,Fulfilled,Request 26-77,
Glendale,Los Angeles,California,196543,,portal_url,https://www.glendaleca.gov/government/departments/city-clerk/services/public-records-request,City Clerk portal,Manual,1/27/2026,Sent,CustomPortal,
Glendora,Los Angeles,California,52558,Fulfilled,portal_url,https://us.openforms.com/Form/4d71b2cd-8b0f-4d71-8986-49aef7351268,City Clerk portal,Manual,1/27/2026,Fulfilled,133,
Hawthorne,Los Angeles,California,88083,Fulfilled,portal_url,cityclerk@hawthorneca.gov,City Clerk portal,Manual,1/27/2026,Sent,Email,
Huntington Park,Los Angeles,California,58114,,pdf_form_url,https://hpca.gov/DocumentCenter/View/7829/Public-Records-Request-Form-Fillable-7-27-17,Public Records PDF,PDF Form,1/27/2026,Fulfilled,PDF + Email,
Inglewood,Los Angeles,California,107762,,pdf_form_url,https://www.cityofinglewood.org/DocumentCenter/View/1247/Public-Records-Request-Form,Public Records PDF,PDF Form,1/27/2026,Sent,PDF + Email,
La Mirada,Los Angeles,California,48477,Fulfilled,portal_url,https://www.cityoflamirada.org/departments/administration/public-records-request,Public Records Request page,PDF Form,1/27/2026,Sent,PDF + Email,
Long Beach,Los Angeles,California,466742,Fulfilled,portal_url,https://longbeachca.govqa.us/WEBAPP/_rs/supporthome.aspx,GovQA portal,Manual,1/27/2026,Fulfilled,C028429-012726,
Lynwood,Los Angeles,California,69772,Fulfilled,pdf_form_url,https://www.lynwoodca.gov/DocumentCenter/View/115/Public-Records-Request-Form-PDF,Public Records PDF,Manual,1/27/2026,Sent,PDF + Email,
Manhattan Beach,Los Angeles,California,35135,,portal_url,https://manhattanbeachca.mycusthelp.com/webapp/_rs/(S(qkd5aqpj3td33dfipi0odarq))/supporthome.aspx,OnBase Public Records,Manual,1/27/2026,Fulfilled,W026415-012726,
Pasadena,Los Angeles,California,138699,Fulfilled,portal_url,https://www.cityofpasadena.net/city-services/public-records-request/,Public Records Request page,Manual,1/27/2026,Fulfilled,CustomPortal,
Palmdale,Los Angeles,California,169450,Denied,portal_url,https://palmdaleca.justfoia.com/publicportal,JustFOIA portal,Manual,1/27/2026,Sent,PR-2026-83,
Pomona,Los Angeles,California,151691,Sent,portal_url,https://www.pomonaca.gov/government/departments/city-clerk/public-records,Public Records page,Manual,1/27/2026,Fulfilled,C000215-012726,
Rancho Palos Verdes,Los Angeles,California,41349,Fulfilled,portal_url,https://www.rpvca.gov/FormCenter/City-Service-Requests-3/Public-Records-Request-Form-54,Online request form,Manual,1/27/2026,Fulfilled,FormCenter,
Redondo Beach,Los Angeles,California,71924,,portal,https://clients.comcate.com/newrequest.php?id=23,Comcate submission,Manual,1/27/2026,Fulfilled,case number is 52487,
Rosemead,Los Angeles,California,54712,,portal,https://rosemead.streamlinegov.us/,Streamline portal,Manual,1/27/2026,Sent,StreamlineGov,
San Dimas,Los Angeles,California,34120,Fulfilled,portal,https://sandimasca.mycusthelp.com/WEBAPP/_rs/(S(njl2x2upxiejbcvinig11fr3))/supporthome.aspx,GovQA,Manual,1/27/2026,Fulfilled,R000021-012726,
San Gabriel,Los Angeles,California,40685,,portal,https://cityofsangabrielca.nextrequest.com/,NextRequest portal,Manual,1/27/2026,Fulfilled,Request 26-52,
Santa Clarita,Los Angeles,California,228673,,portal,https://user.govoutreach.com/santaclarita/support.php?cmd=shell&goparms=classificationId%3D6580,GovOutreach Public Records form,Manual,1/27/2026,Fulfilled,# 10212227,
Santa Monica,Los Angeles,California,93076,Sent,portal,https://santamonicaca.mycusthelp.com/WEBAPP/_rs/(S(3iksc1cenwg1ntddqeqjfsuv))/SupportHome.aspx?sSessionID=,City public records portal,Manual,1/27/2026,Fulfilled,R039377-012726,
South Gate,Los Angeles,California,94396,Sent,email,PRA@sogate.org,City Clerk email,Manual,1/27/2026,Sent,Email,
South Pasadena,Los Angeles,California,25999,,portal,https://southpasadenaca.govqa.us/WEBAPP/_rs/(S(l0xud1lepijednfzhw2z2fr3))/supporthome.aspx,GovQA portal,Manual,1/27/2026,Fulfilled,R000058-012726,
Torrance,Los Angeles,California,147067,,portal,https://torranceca.mycusthelp.com/WEBAPP/_rs/SupportHome.aspx,GovQA/MyCustHelp portal,Manual,1/27/2026,Fulfilled,W015256-012726,
West Covina,Los Angeles,California,109501,Fulfilled,portal,https://www.westcovina.gov/183/Public-Records-Act-Requests,NextRequest portal,Manual,1/27/2026,Fulfilled,FormCenter,
West Hollywood,Los Angeles,California,35665,,portal,https://westhollywoodca.govqa.us/WEBAPP/_rs/SupportHome.aspx,GovQA portal,Manual,1/27/2026,Fulfilled,R004339-012726,
Whittier,Los Angeles,California,87854,,portal,https://www.cityofwhittier.org/government/city-clerk/public-records-requests-records-management-and-city-archives,NextRequest portal,PDF Form,1/27/2026,Sent,PDF + Email,
Los Angeles,Los Angeles,California,3898747,,Portal,https://housingapp.lacity.org/cpra/Home/CPRARequest,NextRequest (direct new request page),Manual,1/27/2026,Sent,Request 26-1415,
Montebello,Los Angeles,California,63549,,Portal,https://cityofmontebelloca.nextrequest.com/,NextRequest portal,Manual,1/27/2026,Fulfilled,Request 26-78,
Monterey Park,Los Angeles,California,61354,Sent,Portal,https://cityofmontereyparkca.nextrequest.com/requests/new,NextRequest portal,Manual,1/27/2026,Fulfilled,Request 26-59,
Walnut,Los Angeles,California,29172,,pdf form,https://www.walnutca.gov/For-Residents/Departments/City-Clerk/Records-Requests,City contact for public records,PDF Form,1/27/2026,Sent,PDF + Email,
Paramount,Los Angeles,California,53733,,Portal,https://paramount.streamlinegov.us/,StreamlineGov portal,Manual,1/27/2026,Sent,Email,
Pico Rivera,Los Angeles,California,62288,,pdf form,https://www.pico-rivera.org/request-for-public-records/,No public portal; City Clerk CPRA email,PDF Form,1/27/2026,Fulfilled,PDF + Email,
Rowland Heights,Los Angeles,California,51824,,County Portal,https://pw.lacounty.gov/general/faq/index.cfm?action=NewQuestion,LA County CPRA request form (unincorporated),Manual,1/27/2026,Sent,CustomPortal,
Salinas,Monterey,California,155125,Sent,portal_url,https://city-of-salinas-ca.nextrequest.com/requests/new,NextRequest submission form,Manual,1/27/2026,Fulfilled,Request 26-80,
Seaside,Monterey,California,34470,Sent,email,mtahja@ci.seaside.ca.us,Code Enforcement Officer,Manual,1/27/2026,Sent,Email,
Monterey County,Monterey County,California,43967,,portal_url,https://countyofmontereyca.nextrequest.com/requests/new,County NextRequest portal,Manual,1/27/2026,Sent,Request 26-83,
Napa,Napa,California,80215,,portal_url,https://cityofnapaca.nextrequest.com/requests/new,NextRequest submission form,Manual,1/27/2026,Sent,Request 26-40,
Napa County,Napa County,California,139417,Sent,portal_url,https://countyofnapa.nextrequest.com/requests/new,County NextRequest portal,Manual,1/27/2026,Fulfilled,Request 26-86,
Stanton,Orange,California,45338,Sent,email,PVazquez@StantonCA.gov,Records Custodian Email,Manual,1/27/2026,Fulfilled,Email,
Aliso Viejo,Orange,California,30667,,portal_url,https://portal.laserfiche.com/s0923/forms/RecordsRequest,NextRequest submission form,Manual,1/27/2026,Fulfilled,Laserfiche,
Anaheim,Orange,California,103167,Sent,portal_url,https://www.anaheim.net/2153/Request-for-Public-Records,NextRequest submission form,Manual,1/27/2026,Fulfilled,CustomPortal,
Brea,Orange,California,121213,Sent,portal_url,https://cityofbrea.nextrequest.com/requests/new,NextRequest submission form,Manual,1/27/2026,Sent,CPRA 2026--63. and your security key is 71D9DF8A.,
Buena Park,Orange,California,34690,,portal_url,https://buenaparkpublicrecords.nextrequest.com/,NextRequest submission form,Manual,1/28/2026,Fulfilled,Request 26-63,
Costa Mesa,Orange,California,111549,,portal_url,https://www.costamesaca.gov/government/departments-and-divisions/city-clerk/make-a-public-records-request/online-public-records-request,NextRequest submission form,Manual,1/28/2026,Fulfilled,CustomPortal,
Cypress,Orange,California,"49,712",Fulfilled,portal_url,https://cypressca.nextrequest.com/requests/new,NextRequest submission form,Manual,1/28/2026,Sent,cityclerk@cypressca.org,
Dana Point,Orange,California,"33,107",,portal_url,https://danapoint.nextrequest.com/requests/new,NextRequest submission form,Manual,1/28/2026,Fulfilled,Request #26-51,
Fountain Valley,Orange,California,"57,047",Fulfilled,portal_url,https://www.fountainvalley.gov/159/Public-Records-Requests,NextRequest submission form,PDF Form,1/28/2026,Fulfilled,PDF + Email,
Fullerton,Orange,California,"143,617",Sent,portal_url,https://fullerton.govqa.us/WEBAPP/_rs/(S(w3yiobg3kc4apjxyspis2o5z))/SupportHome.aspx?sSessionID=,NextRequest submission form,Manual,1/28/2026,Fulfilled,R000111-012726,
Garden Grove,Orange,California,"171,949",,portal_url,https://ggcity.org/records_request,City records request portal,Manual,1/28/2026,Sent,Request #10882,
Huntington Beach,Orange,California,"198,711",,portal_url,https://huntingtonbeachca.mycusthelp.com/WEBAPP/_rs/SupportHome.aspx,MyCustHelp portal,Manual,1/28/2026,Fulfilled,C007074-012726,
Irvine,Orange,California,"307,670",Fulfilled,portal_url,https://cityofirvine.org/city-clerk/public-records-request,City PRR page,Manual,1/28/2026,Fulfilled,CustomPortal,
La Habra,Orange,California,"62,466",Fulfilled,portal_url,https://public.destinyhosted.com/public_records.cfm?id=52422,City PRR page,Manual,1/28/2026,Sent,CustomPortal,
Laguna Hills,Orange,California,"31,126",,portal_url,https://cityoflagunahillsca.nextrequest.com/,NextRequest submission form,Manual,1/28/2026,Fulfilled,Request 26-17,
Laguna Niguel,Orange,California,"64,239",,pdf_form,https://cityoflagunaniguel.org/65/Records-Management,City PRR PDF,PDF Form,1/28/2026,Fulfilled,PDF + Email,
Lake Forest,Orange,California,"85,858",Sent,portal_url,https://lakeforestca.govqa.us/WEBAPP/_rs/(S(rlbfqejjzeznfmasfxrk52qz))/supporthome.aspx,NextRequest submission form,Manual,1/28/2026,Fulfilled,R004094-012726,
Mission Viejo,Orange,California,"93,653",Fee Quote,portal_url,https://www.cityofmissionviejo.org/departments/community-relations/public-records-request-form,City PRR page,Manual,1/28/2026,Sent,CustomPortal,
Newport Beach,Orange,California,"85,239",,portal_url,https://apps.newportbeachca.gov/Quest/register-login,NextRequest submission form,Manual,1/28/2026,Fulfilled,Ticket No: 659443,
Orange,Orange,California,"139,911",,portal_url,https://cityoforangeca.nextrequest.com/requests/new,NextRequest submission form,Manual,1/28/2026,Sent,Request 26-103,
Placentia,Orange,California,"51,824",,portal_url,https://www.placentia.org/1174/Public-Records-Request,NextRequest submission form,PDF Form,1/28/2026,Sent,PDF + Email,
Rancho Santa Margarita,Orange,California,"48,259",,portal_url,https://www.cityofrsm.org/forms.aspx?fid=74,NextRequest submission form,Manual,1/28/2026,Fulfilled,CustomPortal,
San Clemente,Orange,California,"64,293",,portal_url,https://sanclementeca.justfoia.com/Forms/Launch/d705cbd6-1396-49b7-939e-8d86c5a87deb,City PRR page,Manual,1/28/2026,Fulfilled,8B1323F4. Your request reference number is PR-100-2026.,
San Juan Capistrano,Orange,California,"35,196",,portal_url,https://sanjuancapistranoca.justfoia.com/publicportal,City PRR page,Manual,1/28/2026,Fulfilled,PRA-2026-27. Security Key 996FFA9C,
Santa Ana,Orange,California,"310,227",,portal_url,https://cityofsantaanaca.nextrequest.com/requests/new,City PRR page,Manual,1/28/2026,Fulfilled,Request 26-243,
Seal Beach,Orange,California,"25,242",,portal_url,https://cityofsealbeach.nextrequest.com/requests/new,NextRequest submission form,Manual,1/28/2026,Fulfilled,Request 26-39,
Tustin,Orange,California,"80,276",,portal_url,https://www.tustinca.org/305/Public-Records-Requests,NextRequest submission form,Manual,1/28/2026,Fulfilled,CustomPortal,
Westminster,Orange,California,"90,911",,portal_url,https://westminsterca.justfoia.com/publicportal/home/newrequest,JustFOIA portal,Manual,1/28/2026,Fulfilled,PRR-2026-62. and your security key is D4B8142D,
