County,City,State,Population,Status,Submission Method,Contact Value,Notes,Method,Date,Status,Notes,
Rehobeth,Houston,Alabama,1800,,email,rwedgeworth@greenealabama.org,County fallback,Manual,1/28/2026,Sent,Submitted(CustomPortal),
Taylor,Houston,Alabama,2600,,email,rwedgeworth@greenealabama.org,County fallback,Manual,1/28/2026,Sent,michele.andrews@alacourt.gov,
Houston County,Houston,Alabama,105000,,portal,mcalpine6@gmail.com,Official county portal,Manual,1/28/2026,Sent,Submitted(CustomPortal),
Dothan,Houston; Dale; Henry,Alabama,71072,Sent,email,rwedgeworth@greenealabama.org,Use City of Dothan Public Records form PDF if needed: https://www.dothan.org/DocumentCenter/View/7615,Manual,1/28/2026,Sent,cityclerk@dothan.org,
Bridgeport,Jackson,Alabama,2622,,portal (county),Hale@vote.alabama.gov,No city portal; use county,Manual,1/28/2026,Sent,W040206-012826,
Dutton,Jackson,Alabama,315,,portal (county),Hale@vote.alabama.gov,No city portal; use county,Manual,,Sent,duttonto@farmerstel.com,
Hollywood,Jackson,Alabama,804,,portal (county),Hale@vote.alabama.gov,No city portal; use county,Manual,,Sent,townofhollywood@yahoo.com,
Langston,Jackson,Alabama,254,,portal (county),Hale@vote.alabama.gov,No city portal; use county,Manual,,Sent,LANGSTONTOWNHALL@CENTURYTEL.NET,
Paint Rock,Jackson,Alabama,204,,portal (county),Henry@vote.alabama.gov,No city portal; use county,Manual,,Sent,,
Pisgah,Jackson,Alabama,762,,portal (county),Henry@vote.alabama.gov,No city portal; use county,Manual,,Sent,pisgahtownhall@farmerstel.com,
Scottsboro,Jackson,Alabama,15578,,email,Henry@vote.alabama.gov,County fallback: https://www.jacksoncountyal.gov/293/Public-Document-Request-Form,Manual,,Sent,support@cityofscottsboro.com,
Section,Jackson,Alabama,742,,portal (county),Henry@vote.alabama.gov,No city portal; use county,Manual,,Sent,SECTIONAL@FARMERSTEL.COM,
Skyline,Jackson,Alabama,889,,portal (county),Henry@vote.alabama.gov,No city portal; use county,Manual,,Sent,town023@centurytel.net,
Stevenson,Jackson,Alabama,2053,,portal (county),cityclerk@cityofashford.com,No city portal; use county,Manual,,Sent,s35772@aol.com,
Woodville,Jackson,Alabama,728,,portal (county),michele.andrews@alacourt.gov,No city portal; use county,Manual,,Sent,woodvilletownhall@outlook.com,
Adamsville,Jefferson,Alabama,4366,,portal (county),michele.andrews@alacourt.gov,No city portal; use county,Manual,,Sent,Submitted(CustomPortal),
Bessemer,Jefferson,Alabama,26019,,pdf_form,michele.andrews@alacourt.gov,City Clerk page: https://www.bessemeral.org/city-clerk/,Manual,,Sent,Request #26-61,
Brighton,Jefferson,Alabama,2337,,portal (county),michele.andrews@alacourt.gov,No city portal; use county,Manual,,Sent,Submitted(CustomPortal),
Brookside,Jefferson,Alabama,1253,,portal (county),michele.andrews@alacourt.gov,No town portal; use county,Manual,,Sent,Request #26-61,
Cardiff,Jefferson,Alabama,52,,portal (county),michele.andrews@alacourt.gov,No town portal; use county,Manual,,Sent,Request #26-61,
Center Point,Jefferson,Alabama,16406,,portal (county),michele.andrews@alacourt.gov,No city portal; use county,Manual,,Sent,,
Clay,Jefferson,Alabama,10291,,portal (county),michele.andrews@alacourt.gov,No city portal; use county,Manual,,Sent,Request #26-61,
Concord,Jefferson,Alabama,1690,,portal (county),michele.andrews@alacourt.gov,CDP; use county,Manual,,Sent,Request #26-61,
Edgewater,Jefferson,Alabama,746,,portal (county),michele.andrews@alacourt.gov,CDP; use county,Manual,,Sent,Request #26-61,
Fairfield,Jefferson,Alabama,10000,,portal (county),michele.andrews@alacourt.gov,No city portal; use county,Manual,,Sent,Submitted(CustomPortal),
Fultondale,Jefferson,Alabama,9876,,pdf_form,https://houstoncountyal.gov/contact/,Page: https://fultondale.com/public-records-request/,Manual,,Sent,Submitted(CustomPortal),
Graysville,Jefferson,Alabama,1950,,portal (county),cityclerk@dothan.org,No city portal; use county,Manual,,Sent,,
Homewood,Jefferson,Alabama,26414,,email,https://www.jacksoncountyal.gov/293/Public-Document-Request-Form,PDF: https://irp-cdn.multiscreensite.com/441cb6f7/files/uploaded/Public%20Records%20Request%20Form.pdf,Manual,,Sent,bo.seagrist@homewoodal.org,
Hueytown,Jefferson,Alabama,16776,,portal (county),https://www.jacksoncountyal.gov/293/Public-Document-Request-Form,No city portal; use county,Manual,,Sent,Submitted(FormCenter),
Irondale,Jefferson,Alabama,13497,,email,https://www.jacksoncountyal.gov/293/Public-Document-Request-Form,Form: https://cityofirondaleal.gov/forms-3/,Manual,,Sent,mlockridge@cityofirondaleal.gov,
Kimberly,Jefferson,Alabama,3841,,portal (county),https://www.jacksoncountyal.gov/293/Public-Document-Request-Form,No city portal; use county,Manual,,Sent,chiefsellers@kimberlyal.gov,
Lake View,Jefferson,Alabama,3560,,county_public_records_portal,https://www.jacksoncountyal.gov/293/Public-Document-Request-Form,No verified Lake View-specific records portal/email found in time; using Jefferson-area portal.,Manual,,Sent,Request #26-61,
Lipscomb,Jefferson,Alabama,2086,,county_public_records_portal,https://www.jacksoncountyal.gov/293/Public-Document-Request-Form,No verified Lipscomb-specific records portal/email found in time; using Jefferson-area portal.,Manual,,Sent,Request #26-61,
Maytown,Jefferson,Alabama,316,,county_public_records_portal,support@cityofscottsboro.com,No verified Maytown-specific records portal/email found in time; using Jefferson-area portal.,Manual,,Sent,Request #26-61,
Midfield,Jefferson,Alabama,5211,Sent,county_public_records_portal,https://www.jacksoncountyal.gov/293/Public-Document-Request-Form,No verified Midfield-specific records portal/email found in time; using Jefferson-area portal.,Manual,,Sent,Request #26-61,
Morris,Jefferson,Alabama,2000,,county_public_records_portal,https://www.jacksoncountyal.gov/293/Public-Document-Request-Form,No verified Morris-specific records portal/email found in time; using Jefferson-area portal.,Manual,,Sent,Request #26-61,
Mountain Brook,Jefferson,Alabama,22461,,public_records_contact_form,https://www.jacksoncountyal.gov/293/Public-Document-Request-Form,City contact form.,Manual,,Sent,Request #26-61,
Mulga,Jefferson,Alabama,900,,county_public_records_portal,https://www.jacksoncountyal.gov/293/Public-Document-Request-Form,No verified Mulga-specific records portal/email found in time; using Jefferson-area portal.,Manual,,Sent,Request #26-61,
North Johns,Jefferson,Alabama,150,,county_public_records_portal,https://jccal.nextrequest.com/,No verified North Johns-specific records portal/email found in time; using Jefferson-area portal.,Manual,,Sent,Request #26-61,
Oak Grove,Jefferson,Alabama,2000,,county_public_records_portal,https://www.bessemeral.org/wp-content/uploads/2019/08/Application-for-request-of-public-documents.pdf,No verified Oak Grove-specific records portal/email found in time; using Jefferson-area portal.,Manual,,Sent,clerk@townofoakgrove.org,
Pine Ridge,Jefferson,Alabama,300,,county_public_records_portal,https://jccal.nextrequest.com/,No verified Pine Ridge-specific records portal/email found in time; using Jefferson-area portal.,Manual,,Sent,Request #26-61,
Pinson,Jefferson,Alabama,"8,000",,county_public_records_portal,https://jccal.nextrequest.com/,No verified Pinson-specific records portal/email found in time; using Jefferson-area portal.,Manual,,Sent,Submitted(CustomPortal),
Pleasant Grove,Jefferson,Alabama,"10,000",,county_public_records_portal,https://jccal.nextrequest.com/,No verified Pleasant Grove-specific records portal/email found in time; using Jefferson-area portal.,Manual,,Sent,pgcityclerk@cityofpg.net,
Tarrant,Jefferson,Alabama,"6,500",,county_public_records_portal,https://jccal.nextrequest.com/,No verified Tarrant-specific records portal/email found in time; using Jefferson-area portal.,Manual,,Sent,Request #26-61,
Trafford,Jefferson,Alabama,650,,county_public_records_portal,https://jccal.nextrequest.com/,No verified Trafford-specific records portal/email found in time; using Jefferson-area portal.,Manual,,Sent,Request #26-61,
Vestavia Hills,Jefferson;Shelby,Alabama,"39,102",,public_records_portal,https://jccal.nextrequest.com/,Verified OpenGov portal.,Manual,,Sent,Request #26-61,
Warrior,Jefferson,Alabama,"3,000",,county_public_records_portal,https://jccal.nextrequest.com/,No verified Warrior-specific records portal/email found in time; using Jefferson-area portal.,Manual,,Sent,Request #26-61,
West Jefferson,Jefferson,Alabama,"2,000",,county_public_records_portal,https://jccal.nextrequest.com/,No verified West Jefferson-specific records portal/email found in time; using Jefferson-area portal.,Manual,,Sent,Request #26-61,
Birmingham,Jefferson,Alabama,"200,733",,public_records_info_page,https://fultondale.com/wp-content/uploads/2025/03/Public-Records-Request.pdf,City Clerk public records page.,Manual,,Sent,Submitted(CustomPortal),
Hoover,Jefferson;Shelby,Alabama,"92,606",,county_public_records_portal,https://jccal.nextrequest.com/,No verified Hoover-specific records portal/email found in time; using Jefferson-area portal.,Manual,,Sent,Submitted(Form Center),
Leeds,Jefferson;St. Clair,Alabama,"12,000",,county_public_records_portal,bo.seagrist@homewoodal.org,No verified Leeds-specific records portal/email found in time; using Jefferson-area portal.,Manual,,Sent,jwarren@leedsalabama.gov,
Trussville,Jefferson;St. Clair,Alabama,"26,000",,county_public_records_portal,https://jccal.nextrequest.com/,No verified Trussville-specific records portal/email found in time; using Jefferson-area portal.,Manual,,Sent,Request #26-61,
Beaverton,Lamar,Alabama,200,,clerk_email,lallison@cityofirondaleal.gov; mlockridge@cityofirondaleal.gov,Lamar County Circuit Clerk.,Manual,,Sent,administrator@lamarcountyal.gov (Indicated the said Counties in the mail.),
Detroit,Lamar,Alabama,200,,clerk_email,https://jccal.nextrequest.com/,Lamar County Circuit Clerk.,Manual,,Sent,,
Kennedy,Lamar,Alabama,450,,clerk_email,https://vhalalabama.portal.opengov.com/categories/2363,Lamar County Circuit Clerk.,Manual,,Sent,,
Millport,Lamar,Alabama,"1,010",,clerk_email,https://vhalalabama.portal.opengov.com/categories/2363,Lamar County Circuit Clerk.,Manual,,Sent,,
Sulligent,Lamar,Alabama,"1,879",,clerk_email,https://vhalalabama.portal.opengov.com/categories/2363,Lamar County Circuit Clerk.,Manual,,Sent,,
Vernon,Lamar,Alabama,"1,921",,clerk_email,https://vhalalabama.portal.opengov.com/categories/2363,Lamar County Circuit Clerk.,Manual,,Sent,,
Lamar County,Lamar,Alabama,"13,972",,clerk_email,https://vhalalabama.portal.opengov.com/categories/2363,Lamar County Circuit Clerk.,Manual,,Sent,,
Florence,Lauderdale,Alabama,"40,000",,public_records_email,https://mtnbrook.org/forms/email-contact/,City of Florence Clerk contact.,Manual,,Sent,cfaust@florenceal.org,
Lauderdale County,Lauderdale,Alabama,"93,564",,clerk_email,https://vhalalabama.portal.opengov.com/categories/2363,Lauderdale County Probate Office.,Manual,,Sent,probate@lauderdalecountyal.gov,
Killen,Lauderdale,Alabama,"1,034",,Email,https://vhalalabama.portal.opengov.com/categories/2363,General Town contact email (use for Public Records Request if no portal is available).,Manual,,Sent,info@townofkillen.org,
Lexington,Lauderdale,Alabama,727,Denied,Email,https://vhalalabama.portal.opengov.com/categories/2363,Use Town email for Public Records Request (no dedicated portal located).,Manual,,Sent,townlex@lexingtonal.org,
Rogersville,Lauderdale,Alabama,"1,286",,Email,https://vhalalabama.portal.opengov.com/categories/2363,Verified municipal email listed on the Townâ€™s GovtPortal contact page.,Manual,,Sent,l.owens@townofrogersvilleal.com,
St. Florian,Lauderdale,Alabama,584,,Email,https://vhalalabama.portal.opengov.com/categories/2363,Town Clerk office email (best for Public Records Requests).,Manual,,Sent,clerk@townofstflorianal.com,
Waterloo,Lauderdale,Alabama,178,,Email,https://vhalalabama.portal.opengov.com/categories/2363,No verified Town portal/email locatedâ€”routing request to Lauderdale County Commission Office email.,Manual,,Sent,ehill@lauderdalecountyal.gov,
Florence,Lauderdale,Alabama,"40,184",,Email,https://vhalalabama.portal.opengov.com/categories/2363,City of Florence email (Mayor) for routing PRR to appropriate custodian.,Manual,,Sent,birons@florenceal.org,
Lauderdale County,Lauderdale,Alabama,"93,564",,Email,https://vhalalabama.portal.opengov.com/categories/2363,County Commission Office email.,Manual,,Sent,ehill@lauderdalecountyal.gov,
Courtland,Lawrence,Alabama,583,,Email,https://vhalalabama.portal.opengov.com/categories/2363,Verified email on official Town site.,Manual,,Sent,vickie@townofcourtland.org,
Hillsboro,Lawrence,Alabama,552,Sent,Email,https://vhalalabama.portal.opengov.com/categories/2363,No verified Town portal/email locatedâ€”routing request to Lawrence County Commission email.,Manual,,Sent,info@cc.lawrencecountyal.gov,
Moulton,Lawrence,Alabama,"3,471",,Email,https://vhalalabama.portal.opengov.com/categories/2363,City site returned non-accessible responseâ€”routing to Lawrence County.,Manual,,Sent,,
North Courtland,Lawrence,Alabama,526,,Email,https://www.birminghamal.gov/government/city-departments/city-clerks-office/public-records-request,No verified Town portal/email locatedâ€”routing to Lawrence County.,Manual,,Sent,,
Town Creek,Lawrence,Alabama,335,,Email,https://vhalalabama.portal.opengov.com/categories/2363,Verified Town Creek email.,Manual,,Sent,tccityhall@bellsouth.net,
Lawrence County,Lawrence,Alabama,"33,285",,Email,https://vhalalabama.portal.opengov.com/categories/2363,Lawrence County Commission main email.,Manual,,Sent,info@cc.lawrencecountyal.gov,
Auburn,Lee,Alabama,"76,463",,PDF Form,https://vhalalabama.portal.opengov.com/categories/2363,Use PRR PDF form; email completed form to recordrequest@auburnalabama.org,Manual,,Sent,recordrequest@auburnal.gov (PDF+Email),
Loachapoka,Lee,Alabama,160,,Email,Lamar@vote.alabama.gov,No Town portalâ€”routing via Auburn PRR.,Manual,,Sent,recordrequest@auburnalabama.org,
Opelika,Lee,Alabama,"31,716",Sent,Portal,Lamar@vote.alabama.gov,NextRequest portal; backup email cityclerk@opelika-al.gov,Manual,,Sent,Request #26-17,
Smiths Station,Lee,Alabama,"6,542",,Email,Lamar@vote.alabama.gov,City Clerk email.,Manual,,Sent,CyndiFarmer@smithsstational.gov,
Lee County,Lee,Alabama,"174,241",,Email,Lamar@vote.alabama.gov,County PRR fallback via Auburn.,Manual,,Sent,recordrequest@auburnalabama.org,
Athens,Limestone,Alabama,"28,917",,Email,Lamar@vote.alabama.gov,City Clerk email.,Manual,,Sent,abarnes@athensal.us,
Elkmont,Limestone,Alabama,434,,Email,Lamar@vote.alabama.gov,Routing to Limestone County Archives.,Manual,,Sent,archives@limestonecounty-al.gov,
Lester,Limestone,Alabama,160,,Email,Lamar@vote.alabama.gov,Routing to Limestone County Archives.,Manual,,Sent,,
Limestone County,Limestone,Alabama,"103,570",,Email,cfaust@florenceal.org,County Archives email.,Manual,,Sent,,
Ardmore,Limestone;Madison,Alabama,"1,216",,Email,probate@lauderdalecountyal.gov,Town Hall email.,Manual,,Sent,townofardmore@ardmore.net,
Benton,Lowndes,Alabama,187,,Email,info@townofkillen.org,Routing to Lowndes County Commission.,Manual,,Sent,Submitted(Custom Portal),
Fort Deposit,Lowndes,Alabama,"1,134",,Email,townlex@lexingtonal.org,Routing to Lowndes County Commission.,Manual,,Sent,info@fortdeposital.gov,
Gordonville,Lowndes,Alabama,144,,Email,l.owens@townofrogersvilleal.com,Routing to Lowndes County Commission.,Manual,,Sent,townofgordonville@gmail.com,
Hayneville,Lowndes,Alabama,851,,Email,clerk@townofstflorianal.com,Routing to Lowndes County Commission.,Manual,,Sent,Submitted(Custom Portal),
Lowndesboro,Lowndes,Alabama,115,,Email,ehill@lauderdalecountyal.gov,Routing to Lowndes County Commission.,Manual,,Sent,townoflowndesboro@yahoo.com,
Mosses,Lowndes,Alabama,"1,008",,Email,birons@florenceal.org,Routing to Lowndes County Commission.,Manual,,Sent,Submitted(Custom Portal),
White Hall,Lowndes,Alabama,858,,Email,ehill@lauderdalecountyal.gov,Routing to Lowndes County Commission.,Manual,,Sent,Submitted(Custom Portal),
Lowndes County,Lowndes,Alabama,"10,311",,Email,vickie@townofcourtland.org,Lowndes County Commission email.,Manual,,Sent,Submitted(Custom Portal),
Shorter,Macon,Alabama,355,,email,info@cc.lawrencecountyal.gov,Town Clerk contact email (use for public records requests).,Manual,,Sent,info@townshorter.gov,
Tuskegee,Macon,Alabama,"8,387",,pdf_form,info@cc.lawrencecountyal.gov,Complete the form and email to City Clerk: fclark@tuskegeealabama.gov.,Manual,,Sent,Submitted(Custom Portal),
Notasulga,Macon;Lee,Alabama,840,,email,info@cc.lawrencecountyal.gov,Town Clerk email (use for public records requests).,Manual,,Sent,clerk@townofnotasulga.com,
New Hope,Madison,Alabama,"2,786",,pdf_form,tccityhall@bellsouth.net,Email completed form to City Clerk: cityclerk@newhopeal.gov.,Manual,,Sent,Your request reference number is PRR-32-2026.,
Owens Cross Roads,Madison,Alabama,"2,087",,web_form,info@cc.lawrencecountyal.gov,Submit via online form center; City Clerk email listed publicly as christie.eason@owenscrossroadsal.gov.,Manual,,Sent,Submitted(FormCenter),
Triana,Madison,Alabama,916,,pdf_form,https://www.auburnal.gov/public-records-request/,PDF states to mail/email request to Town Clerk; email on form: ttriana@bellsouth.net.,Manual,,Sent,Your request reference number is PRR-32-2026.,
Madison County,Madison,Alabama,"388,153",,email,recordrequest@auburnalabama.org,County-level fallback contact (Commission) if needed for unincorporated areas; verify department routing when submitting.,Manual,,Sent,lchilders@marioncountyal.org,
Huntsville,Madison;Limestone,Alabama,"215,006",,portal,https://cityofopelikaal.nextrequest.com/,Official JustFOIA public records portal (use New Request inside portal).,Manual,,Sent,Your request reference number is PRR-33-2026,
Madison,Madison;Limestone,Alabama,"59,047",,portal,CyndiFarmer@smithsstational.gov,Official JustFOIA public records portal (use New Request inside portal).,Manual,,Sent,Your request reference number is PRR-33-2026,
Sweet Water,Marengo,Alabama,228,,email,recordrequest@auburnalabama.org,Town Hall email listed on official town site pages.,Manual,,Sent,townhall@townofsweetwater.com,
Myrtlewood,Marengo,Alabama,70,,email,abarnes@athensal.us,Town-specific PRR portal/email not located; using county probate office email as fallback contact for routing.,Manual,,Sent,marengolicense@gmail.com,
Thomaston,Marengo,Alabama,326,,pdf_form,archives@limestonecounty-al.gov,Complete the PDF and submit to Town Clerk.,Manual,,Sent,Submitted(Custom Portal),
